Period,Demand,PV_Z1,PV_Z2,PV_Z3,PV_Z4,PV_Z5,PV_Z6,PV_Z7,PV_Z8,PV_Z9,W_On_Z1,W_On_Z2,W_On_Z3,W_On_Z4,W_On_Z5,W_On_Z6,W_On_Z7,W_On_Z8,W_On_Z9,W_Off_Z1,W_Off_Z2,W_Off_Z3,W_Off_Z4,W_Off_Z5,W_Off_Z6,W_Off_Z7,W_Off_Z8,W_Off_Z9,Z1_wave,Z2_wave,Z3_wave,Z8_wave,Z9_wave,Z1_tidal,Z3_tidal,Z5_tidal,Z7_tidal,Z9_tidal,DSR_min,DSR_max
8413,52467.74,0.0835,0.063666667,0.276,0.05,0.249666667,0.028666667,0.076,0.03,0.042,0.0591,0.0684,0.2373,0.1098,0.2382,0.2031,0.0477,0.0378,0.1356,0.0801,0.3084,0.3195,0.5949,0.5145,0.0843,0.10515,0.1233,0.3609,0.728278473,0.807494286,0.62663766,0.417103981,0.811766291,0.74672835,0.264641432,0.512466667,0.519283333,0.548727778,-1,1
8414,52227.97,0.0525,0.053666667,0.233,0.063333333,0.241,0.023,0.07575,0.022666667,0.029333333,0.057,0.0894,0.2205,0.1422,0.2484,0.2196,0.057,0.0432,0.1206,0.0678,0.2649,0.3042,0.5103,0.4752,0.0852,0.117,0.2607,0.2511,0.72780599,0.802274901,0.602982233,0.408862174,0.799873592,0.299619619,0.058931016,0.176657222,0.082244375,0.125461,-1,1
8415,52465.4,0.0215,0.021666667,0.130666667,0.037333333,0.146333333,0.009333333,0.047,0.011333333,0.017,0.0639,0.1266,0.2106,0.1959,0.2433,0.2181,0.0747,0.0498,0.102,0.063,0.2286,0.2853,0.441,0.4686,0.1005,0.13725,0.4278,0.1395,0.7213933,0.792483718,0.58549421,0.396376257,0.786717115,0.033510381,0.088439203,0.01286865,0.049749965,0.034574576,-1,1
8416,52880.99,0,0,0.017333333,0.001,0.021,0,0.005,0,0.004666667,0.0732,0.1689,0.186,0.2091,0.2313,0.2385,0.093,0.0636,0.0768,0.0636,0.2136,0.2475,0.3924,0.4653,0.1503,0.1653,0.498,0.0603,0.709895264,0.776918082,0.571598792,0.382999364,0.77152945,0.037543433,0.662315376,0.255432778,0.648743056,0.429291889,-1,1
8417,53323.82,0,0,0,0,0,0,0,0,0,0.0774,0.198,0.153,0.2058,0.2112,0.2496,0.1152,0.0741,0.0561,0.0603,0.2163,0.1953,0.3726,0.4533,0.2277,0.18735,0.4233,0.0351,0.693639154,0.754890832,0.557944058,0.369402447,0.752780038,0.431443803,0.998938967,0.787827778,1,0.920166667,-1,1
8418,53768.79,0,0,0,0,0,0,0,0,0,0.0765,0.21,0.1284,0.1974,0.1971,0.2538,0.1209,0.0816,0.051,0.0558,0.2409,0.1629,0.378,0.4365,0.3228,0.22005,0.2757,0.0639,0.675385822,0.728822505,0.542366532,0.355649259,0.732453061,0.905183657,0.985188967,0.851811111,0.752319444,0.869197222,-0.806270997,0.806270997
8419,53798.28,0,0,0,0,0,0,0,0,0,0.0723,0.2136,0.1311,0.1665,0.1959,0.2514,0.1227,0.0939,0.0633,0.0537,0.2895,0.1809,0.4005,0.4242,0.4392,0.27105,0.1614,0.1638,0.656503311,0.698587631,0.528003767,0.340871784,0.713317152,0.865150647,0.598842958,0.56845,0.237414583,0.529784722,-0.806270997,0.806270997
8420,53191.99,0,0,0,0,0,0,0,0,0,0.0693,0.2235,0.1551,0.156,0.2043,0.2475,0.1239,0.1086,0.0816,0.0585,0.3447,0.2295,0.4239,0.417,0.5493,0.33375,0.1527,0.2997,0.638639972,0.66789671,0.514089647,0.32851155,0.69528872,0.664994595,0.169681526,0.20434,0.033048417,0.188401361,-1,1
8421,52929.76,0,0,0,0,0,0,0,0,0,0.0681,0.2466,0.171,0.1563,0.2217,0.2454,0.1311,0.1227,0.111,0.0834,0.402,0.261,0.4473,0.417,0.6276,0.37785,0.2337,0.4221,0.62419939,0.641295657,0.499681915,0.315544597,0.678212922,0.223313259,0.013371919,0.023721944,0.008142691,0.022680672,-1,1
8422,52191.31,0,0,0,0,0,0,0,0,0,0.0714,0.2673,0.1698,0.1611,0.2352,0.2481,0.1377,0.1143,0.1623,0.1335,0.4545,0.2682,0.468,0.4191,0.6708,0.4029,0.3294,0.4878,0.61672269,0.622779691,0.484298317,0.305304268,0.670261752,0.016048892,0.09774493,0.165009444,0.193425694,0.165544433,-1,1
8423,51441.57,0,0,0,0,0,0,0,0,0,0.0795,0.2751,0.1539,0.1587,0.2244,0.2379,0.1287,0.1125,0.2151,0.1971,0.4947,0.2745,0.4734,0.4032,0.6999,0.40845,0.3867,0.4968,0.622308896,0.615618476,0.469680884,0.293667624,0.663700723,0.125004182,0.492752817,0.734094444,0.680979167,0.669761111,-1,1
8424,51143.55,0,0,0,0,0,0,0,0,0,0.0909,0.2706,0.144,0.1506,0.2025,0.2163,0.1179,0.1305,0.2535,0.2559,0.5046,0.2844,0.4473,0.3699,0.7137,0.4065,0.4008,0.4959,0.640407059,0.620783204,0.4531063,0.279449124,0.662984901,0.601400485,0.733362911,0.962416667,0.993277778,0.957013889,-1,1
8425,50367.31,0,0,0,0,0,0,0,0,0,0.105,0.2679,0.1398,0.1563,0.1902,0.1947,0.1074,0.1515,0.2832,0.3021,0.4809,0.3024,0.3987,0.3483,0.708,0.39645,0.4104,0.4833,0.671893945,0.635951679,0.434968957,0.269159575,0.661249839,0.784654369,0.509104812,0.689622222,0.817486111,0.734906944,-1,1
8426,49780.83,0,0,0,0,0,0,0,0,0,0.1239,0.2706,0.1374,0.1704,0.174,0.1842,0.1005,0.1632,0.3198,0.3438,0.4425,0.3285,0.3618,0.3507,0.69,0.37515,0.4245,0.4347,0.71189589,0.653813902,0.416507374,0.258445012,0.649158713,0.631253974,0.203023099,0.368322222,0.290014583,0.273944167,-1,1
8427,49551.77,0,0,0,0,0,0,0,0,0,0.1509,0.2694,0.1431,0.1593,0.1443,0.1677,0.0954,0.18,0.3477,0.3798,0.411,0.3672,0.3366,0.3372,0.6546,0.3531,0.414,0.3807,0.753292996,0.672343291,0.395565884,0.250631674,0.63081275,0.18607839,0.042482027,0.064403556,0.019282924,0.031190797,-1,1
8428,49434.59,0,0,0,0,0,0,0,0,0,0.1797,0.2646,0.1593,0.1386,0.1116,0.141,0.0963,0.2049,0.3882,0.4092,0.375,0.4167,0.3042,0.2871,0.6012,0.32985,0.3828,0.3636,0.785128387,0.693478667,0.374036447,0.248826169,0.624605038,0.016772273,0.149540728,0.043612411,0.166633889,0.123205992,-1,1
8429,49998.53,0,0,0,0,0,0,0,0,0,0.1992,0.2484,0.1935,0.1098,0.105,0.1173,0.0969,0.1983,0.4455,0.4218,0.321,0.4815,0.234,0.2091,0.5253,0.31515,0.3501,0.3852,0.812518182,0.71542796,0.356129967,0.245467992,0.640815887,0.059498715,0.698326995,0.404612778,0.799618056,0.670573611,-1,1
8430,50573.19,0,0,0,0,0,0,0,0,0,0.2052,0.2364,0.2292,0.0954,0.1251,0.1119,0.1008,0.2154,0.5067,0.4119,0.2589,0.5382,0.1683,0.1611,0.441,0.2997,0.3231,0.4158,0.821321225,0.734503146,0.34078749,0.371113589,0.825842475,0.359044159,0.962749648,0.696794444,0.848840278,0.934527778,-1,1
8431,51428.8,0,0,0,0,0,0,0,0,0,0.2091,0.2427,0.2562,0.0912,0.1401,0.1077,0.1173,0.273,0.5442,0.4026,0.2256,0.5715,0.1548,0.1644,0.3633,0.2964,0.2973,0.4437,0.82608505,0.748098904,0.323360674,0.38371429,0.836577943,0.616991246,0.668795775,0.586683333,0.372902778,0.633759444,-1,1
8432,52631.55,0,0,0,0,0,0,0,0,0,0.2127,0.2475,0.3117,0.0783,0.1674,0.1113,0.1353,0.3036,0.5742,0.4005,0.2289,0.6246,0.1746,0.1686,0.3264,0.30615,0.3024,0.4833,0.829440981,0.754764585,0.309290984,0.388384646,0.840586812,0.58720534,0.255012031,0.298393889,0.089641528,0.268809167,-0.806270997,0.806270997
8433,53531.45,0,0,0,0,0,0,0,0.003,0.013333333,0.2154,0.2526,0.3993,0.0681,0.1956,0.1299,0.1539,0.3366,0.5997,0.3918,0.2343,0.6948,0.1971,0.1731,0.3255,0.33255,0.3477,0.5067,0.830558814,0.758424331,0.288434724,0.400463704,0.843466112,0.303297379,0.033585015,0.056787389,0.004126411,0.047836353,-0.806270997,0.806270997
8434,53868.54,0.0315,0.053,0.023333333,0.043666667,0.022,0.019,0.01775,0.028333333,0.080333333,0.2163,0.2637,0.4605,0.0618,0.1923,0.1473,0.1761,0.3957,0.615,0.3756,0.2355,0.7506,0.2313,0.1911,0.3378,0.34665,0.3858,0.5382,0.830396785,0.760244815,0.271485894,0.413404922,0.847812479,0.041489137,0.024115456,0.048312278,0.053034861,0.044535183,-1,1
8435,54210.94,0.1595,0.182666667,0.055666667,0.113333333,0.045333333,0.054333333,0.0445,0.066333333,0.123666667,0.216,0.264,0.5025,0.0588,0.1854,0.1647,0.2223,0.48,0.6453,0.3594,0.2427,0.8064,0.2763,0.2118,0.3363,0.3591,0.4188,0.5652,0.829504952,0.756339456,0.270545011,0.847008746,0.847829664,0.032283911,0.242193779,0.402978333,0.354803472,0.435538611,-1,1
8436,53977.08,0.2765,0.244333333,0.055333333,0.123333333,0.046333333,0.070666667,0.06675,0.073666667,0.105333333,0.2196,0.2412,0.5448,0.0603,0.1911,0.1908,0.2823,0.5823,0.6591,0.3444,0.264,0.8514,0.3285,0.2391,0.321,0.3888,0.4959,0.5742,0.828267454,0.749139529,0.297566658,0.84753574,0.847829664,0.343081508,0.512344249,0.789988889,0.739833333,0.834872222,-1,1
8437,53355.34,0.2675,0.209,0.036666667,0.077,0.035,0.066,0.11025,0.068666667,0.096,0.216,0.2193,0.6147,0.0795,0.2205,0.2376,0.3198,0.6492,0.6528,0.3108,0.3078,0.8748,0.4086,0.2982,0.3663,0.4527,0.5661,0.5958,0.826248836,0.740179312,0.349012793,0.84779733,0.847829664,0.697328641,0.435499765,0.678355556,0.763958333,0.850141667,-1,1
8438,53101.3,0.103,0.084333333,0.022,0.047666667,0.033,0.047,0.0825,0.059333333,0.054,0.2079,0.2409,0.6537,0.1209,0.2631,0.2889,0.363,0.6999,0.6681,0.2739,0.3711,0.8838,0.5058,0.4098,0.4353,0.49875,0.5715,0.6507,0.819022128,0.731626306,0.424512145,0.847829664,0.847829664,0.64793246,0.196461854,0.420476667,0.382509028,0.413046667,-1,1
8439,53500.48,0.019,0.020333333,0.009,0.022333333,0.013666667,0.021333333,0.0345,0.033666667,0.02,0.2172,0.285,0.696,0.1917,0.3312,0.3666,0.4293,0.7509,0.7017,0.2835,0.45,0.8847,0.5994,0.5307,0.4509,0.55785,0.597,0.7272,0.805373322,0.723512632,0.536382131,0.847829664,0.847829664,0.224449405,0.041236039,0.135088333,0.054009896,0.08643025,-1,1
8440,54257.02,0,0,0,0,0,0,0.001,0.002333333,0.001666667,0.246,0.3375,0.7263,0.2604,0.3978,0.4374,0.5064,0.7803,0.7404,0.3507,0.5388,0.8838,0.675,0.6255,0.5082,0.64305,0.6549,0.7857,0.79209551,0.717575059,0.615591803,0.847829664,0.847829664,0.024356279,0.078603162,0.010418961,0.049229917,0.030753408,-1,1
8441,54960.4,0,0,0,0,0,0,0,0,0,0.2991,0.3993,0.7527,0.3237,0.4539,0.4983,0.5778,0.8067,0.7701,0.4794,0.6402,0.882,0.7425,0.693,0.6084,0.72435,0.7248,0.8082,0.780883089,0.717764801,0.673926252,0.847829664,0.847829664,0.031590927,0.568377934,0.213285,0.554363194,0.349958917,-1,1
8442,55463.06,0,0,0,0,0,0,0,0,0,0.3555,0.4533,0.7935,0.3939,0.5184,0.5592,0.6318,0.8169,0.7851,0.5955,0.7095,0.873,0.7929,0.7572,0.6879,0.78435,0.7866,0.8262,0.768248077,0.71395039,0.69671344,0.847829664,0.847829664,0.345988398,0.986937089,0.619033333,0.977013889,0.800452778,-0.806270997,0.806270997
8443,54977.22,0,0,0,0,0,0,0,0,0,0.4176,0.5208,0.8274,0.4686,0.5718,0.6039,0.7311,0.8178,0.7971,0.6711,0.7716,0.8325,0.8379,0.8049,0.7629,0.837,0.8175,0.8343,0.75820034,0.711133642,0.707275483,0.847829664,0.847829664,0.754884466,0.919206925,0.698155556,0.618022222,0.723525,-0.806270997,0.806270997
8444,53413.35,0,0,0,0,0,0,0,0,0,0.4896,0.5781,0.8523,0.5907,0.6675,0.7026,0.7389,0.8115,0.8046,0.7344,0.8268,0.7857,0.8649,0.8493,0.8148,0.85125,0.8349,0.8352,0.75979345,0.710975688,0.728441451,0.847829664,0.847829664,0.81323301,0.506200822,0.480116667,0.2116125,0.416456389,-1,1
8445,51529.42,0,0,0,0,0,0,0,0,0,0.5712,0.6387,0.8553,0.6648,0.7122,0.7542,0.7539,0.7974,0.8016,0.7854,0.8544,0.7965,0.8802,0.8763,0.8493,0.86115,0.8457,0.8325,0.769899528,0.714102868,0.7299648,0.847829664,0.847829664,0.639149515,0.149654015,0.164752222,0.031010507,0.1454235,-1,1
8446,49104.68,0,0,0,0,0,0,0,0,0,0.6507,0.7266,0.8499,0.6978,0.7503,0.7542,0.7326,0.7722,0.7944,0.8271,0.8727,0.8316,0.8838,0.8841,0.8703,0.8658,0.8394,0.8397,0.774302756,0.722749732,0.743854566,0.847829664,0.847829664,0.218882008,0.011485475,0.020090389,0.006581499,0.017077856,-1,1
8447,46620.9,0,0,0,0,0,0,0,0,0,0.7254,0.7746,0.8403,0.6933,0.7254,0.7422,0.6876,0.738,0.7698,0.8667,0.8805,0.8586,0.8775,0.8847,0.8781,0.8577,0.8352,0.846,0.783108139,0.741294263,0.767893238,0.847829664,0.847829664,0.017301584,0.078309792,0.143939444,0.15421875,0.140913503,-1,1
8448,44751.3,0,0,0,0,0,0,0,0,0,0.7716,0.8223,0.8289,0.6426,0.6996,0.7428,0.6501,0.6801,0.7266,0.8769,0.8775,0.8748,0.8739,0.8847,0.8808,0.84975,0.837,0.8334,0.806117447,0.759628775,0.7573602,0.847829664,0.847829664,0.094900174,0.400653169,0.5882,0.558108333,0.603279167,-1,1
8449,43250.92,0,0,0,0,0,0,0,0,0,0.8094,0.8352,0.8358,0.5976,0.6597,0.669,0.6189,0.615,0.6852,0.8736,0.8703,0.8775,0.8793,0.8784,0.8826,0.8382,0.8319,0.8046,0.816577209,0.772146208,0.740175386,0.847829664,0.847829664,0.521187265,0.598682629,0.76625,0.864402778,0.825847222,-1,1
8450,42292.19,0,0,0,0,0,0,0,0,0,0.8316,0.825,0.852,0.5484,0.6582,0.6312,0.5763,0.507,0.606,0.867,0.8655,0.8622,0.8847,0.8517,0.8811,0.8181,0.8268,0.7875,0.823330844,0.781496119,0.74113985,0.847829664,0.847829664,0.737136537,0.436312324,0.586044444,0.685215278,0.570776111,-1,1
8451,41874.14,0,0,0,0,0,0,0,0,0,0.8442,0.7848,0.8652,0.582,0.7155,0.6072,0.4983,0.3753,0.5352,0.8628,0.8763,0.8451,0.8784,0.8256,0.8724,0.78765,0.8217,0.7605,0.828426316,0.785197034,0.734172685,0.847829664,0.847829664,0.58727977,0.187735129,0.326771111,0.244766667,0.212261111,-1,1
8452,41635.35,0,0,0,0,0,0,0,0,0,0.8472,0.7689,0.8673,0.6576,0.762,0.5436,0.4275,0.2769,0.5094,0.8661,0.8805,0.8406,0.8658,0.8247,0.8652,0.735,0.8169,0.747,0.822185796,0.792005966,0.716114918,0.847829664,0.847829664,0.199404105,0.037876553,0.054103111,0.017258292,0.023287911,-1,1
8453,42202.24,0,0,0,0,0,0,0,0,0,0.8406,0.7788,0.8211,0.6867,0.7263,0.4821,0.3657,0.2475,0.5541,0.8691,0.8733,0.8775,0.8505,0.8094,0.8583,0.68325,0.8151,0.7776,0.793343118,0.80798055,0.705727439,0.847829664,0.847829664,0.023315584,0.112715938,0.034298611,0.1321025,0.097978775,-1,1
8454,43321.35,0,0,0,0,0,0,0,0,0,0.8295,0.7815,0.7182,0.6375,0.6057,0.4083,0.3168,0.2619,0.6,0.8649,0.8622,0.8838,0.828,0.7881,0.8391,0.64245,0.8013,0.7857,0.767951762,0.816283073,0.814848914,0.847829664,0.847829664,0.033028233,0.548097066,0.308491111,0.635634722,0.527345278,-1,1
8455,45058.86,0,0,0,0,0,0,0,0,0,0.8169,0.7581,0.6114,0.498,0.444,0.3642,0.2964,0.3111,0.6579,0.8565,0.8406,0.8784,0.7884,0.7203,0.8184,0.636,0.7932,0.774,0.743959462,0.830699287,0.845174166,0.847829664,0.847829664,0.250194547,0.809958333,0.560233333,0.699145833,0.740355556,-1,1
8456,47041.85,0,0,0,0,0,0,0,0,0,0.7851,0.6783,0.525,0.3384,0.318,0.3153,0.3348,0.3204,0.6798,0.8349,0.7863,0.8361,0.7164,0.5892,0.8244,0.65055,0.8073,0.7857,0.708344755,0.843191771,0.846481193,0.847829664,0.847829664,0.523052314,0.581299765,0.511222222,0.342297222,0.511774167,-0.806270997,0.806270997
8457,48745.99,0,0,0,0,0,0,0,0,0.000333333,0.7137,0.5859,0.5013,0.255,0.2778,0.2928,0.3993,0.3492,0.6804,0.7827,0.6981,0.7947,0.6453,0.5076,0.8064,0.68685,0.8124,0.7767,0.69742186,0.846515278,0.835941456,0.847829664,0.847829664,0.542744482,0.241229754,0.265928889,0.094240347,0.2276445,-0.806270997,0.806270997
8458,49626.6,0.0355,0.024,0.038,0.023333333,0.032666667,0.01,0.018,0.005,0.020666667,0.6246,0.5403,0.4536,0.222,0.2268,0.2796,0.396,0.2976,0.6603,0.7191,0.6195,0.7803,0.5913,0.4605,0.7824,0.7083,0.8169,0.7956,0.710830754,0.844226748,0.813565892,0.847829664,0.847829664,0.290660502,0.035839138,0.051348556,0.005249418,0.042582731,-1,1
8459,50072.76,0.166,0.078666667,0.126333333,0.043333333,0.087,0.022,0.05775,0.014666667,0.048666667,0.5703,0.4965,0.375,0.162,0.1953,0.2823,0.3984,0.2709,0.6498,0.6807,0.5604,0.7416,0.5418,0.4077,0.7776,0.7047,0.8022,0.792,0.712104935,0.840350789,0.788104569,0.847829664,0.847829664,0.046421317,0.014230681,0.0388265,0.034892299,0.033745928,-1,1
8460,50070.46,0.255,0.084666667,0.101,0.052333333,0.096,0.034,0.085,0.021333333,0.07,0.5178,0.4269,0.3192,0.0963,0.186,0.2787,0.375,0.2823,0.6594,0.6354,0.4833,0.6822,0.4842,0.3465,0.7809,0.70395,0.7968,0.7812,0.710623437,0.835617338,0.768508687,0.847829664,0.847829664,0.020281227,0.170575211,0.306715,0.266174306,0.352382472,-1,1
8461,49871.08,0.1115,0.059333333,0.075,0.094,0.077333333,0.043666667,0.074,0.024333333,0.052333333,0.4332,0.3492,0.3135,0.0723,0.1989,0.2856,0.3477,0.3585,0.6651,0.5469,0.3888,0.6273,0.4203,0.2991,0.7821,0.69255,0.798,0.7569,0.708751808,0.82954737,0.755896538,0.847829664,0.847829664,0.258768646,0.397173592,0.620116667,0.606486111,0.750566111,-1,1
8462,49782.87,0.0675,0.055,0.066666667,0.072666667,0.047,0.048,0.044,0.021,0.026666667,0.3327,0.2844,0.3378,0.072,0.2328,0.3036,0.3711,0.4173,0.6555,0.4209,0.3342,0.612,0.3933,0.3,0.7788,0.7071,0.8094,0.7857,0.702124629,0.826036836,0.7374348,0.847829664,0.847829664,0.652417476,0.369556455,0.5844,0.6555625,0.699958333,-1,1
8463,50026.63,0.0385,0.026333333,0.018666667,0.019333333,0.015333333,0.018,0.017,0.007333333,0.014,0.2442,0.231,0.3645,0.108,0.2445,0.3303,0.3588,0.3864,0.6714,0.3156,0.3393,0.5967,0.4203,0.3417,0.7818,0.69765,0.8142,0.8055,0.68725846,0.8247629,0.70390624,0.847829664,0.847829664,0.596582702,0.182723357,0.398904444,0.34058125,0.359350833,-1,1
8464,50511.86,0,0,0.000333333,0,0.000666667,0,0.00125,0,0.003,0.1908,0.2004,0.4479,0.1683,0.2661,0.3372,0.3783,0.4257,0.732,0.2883,0.3564,0.612,0.4743,0.417,0.7893,0.71025,0.8367,0.8037,0.670294591,0.82449888,0.665708287,0.847829664,0.847829664,0.226075652,0.038812921,0.129330278,0.053348333,0.082167028,-1,1
8465,51021.53,0,0,0,0,0,0,0,0,0,0.1656,0.1704,0.4143,0.1983,0.282,0.3495,0.4533,0.4848,0.7638,0.267,0.3696,0.6255,0.4734,0.4308,0.7935,0.7431,0.858,0.8127,0.655677608,0.824753173,0.644253709,0.847829664,0.847829664,0.030572886,0.056732186,0.008250539,0.035743736,0.021484417,-1,1
8466,51238.86,0,0,0,0,0,0,0,0,0,0.1812,0.1608,0.345,0.2046,0.2955,0.3921,0.5115,0.5481,0.7515,0.2691,0.3798,0.5895,0.4995,0.4476,0.804,0.7674,0.8817,0.8154,0.644961514,0.824350745,0.630688818,0.847829664,0.847829664,0.019566896,0.438142606,0.156732222,0.4376375,0.251099306,-0.806270997,0.806270997
8467,50749.74,0,0,0,0,0,0,0,0,0,0.2037,0.177,0.3192,0.204,0.3069,0.4533,0.5628,0.5886,0.7404,0.2904,0.4206,0.5625,0.5418,0.5007,0.8403,0.78765,0.8751,0.8163,0.637719533,0.822345378,0.611194184,0.847829664,0.847829664,0.257692184,0.90948169,0.496972222,0.8325625,0.605531111,-0.806270997,0.806270997
8468,49468.89,0,0,0,0,0,0,0,0,0,0.2304,0.2127,0.3261,0.2346,0.321,0.5058,0.5895,0.6009,0.7506,0.3489,0.4911,0.4932,0.6381,0.573,0.8637,0.80865,0.8538,0.8037,0.632152174,0.820142696,0.594857612,0.847829664,0.847829664,0.650170259,0.854979108,0.626666667,0.579930556,0.5976525,-1,1
8469,47817.63,0,0,0,0,0,0,0,0,0,0.2688,0.2538,0.3468,0.2712,0.3285,0.5997,0.6267,0.6087,0.7203,0.4089,0.5547,0.423,0.6885,0.612,0.8724,0.82845,0.8505,0.7596,0.627908599,0.81776499,0.581120777,0.847829664,0.847829664,0.803660841,0.501886385,0.454861667,0.229378472,0.377498333,-1,1
8470,45792.49,0,0,0,0,0,0,0,0,0,0.3153,0.2973,0.3405,0.2598,0.3576,0.6189,0.6306,0.6009,0.6561,0.4635,0.6153,0.3708,0.729,0.6807,0.8838,0.8322,0.8322,0.6849,0.625895808,0.81537888,0.571396547,0.847829664,0.847829664,0.679242589,0.166032923,0.160116667,0.038931319,0.141674667,-1,1
8471,43872.97,0,0,0,0,0,0,0,0,0,0.3471,0.2913,0.3612,0.2724,0.4299,0.6198,0.6015,0.5466,0.5637,0.4983,0.654,0.3231,0.7992,0.7455,0.8826,0.82335,0.804,0.6363,0.627113789,0.812466818,0.569267863,0.847829664,0.847829664,0.264164209,0.014268333,0.021160611,0.003864677,0.017820252,-1,1
8472,42433.25,0,0,0,0,0,0,0,0,0,0.3552,0.2913,0.4098,0.2679,0.4992,0.6045,0.5277,0.435,0.4167,0.5088,0.6765,0.2691,0.8235,0.7578,0.8751,0.79815,0.7803,0.5679,0.627945221,0.809837128,0.566851154,0.847829664,0.847829664,0.027954258,0.057624372,0.113228,0.115824444,0.110045989,-1,1
8473,41236.31,0,0,0,0,0,0,0,0,0,0.3627,0.3054,0.4356,0.2721,0.5085,0.5604,0.4167,0.285,0.3114,0.5334,0.7461,0.2223,0.8415,0.783,0.8685,0.74025,0.747,0.5859,0.628907704,0.808365987,0.566522568,0.847829664,0.847829664,0.071127217,0.335407629,0.476288889,0.478882639,0.52649,-1,1
8474,40460.24,0,0,0,0,0,0,0,0,0,0.4149,0.345,0.4137,0.3276,0.5163,0.4911,0.294,0.186,0.3366,0.5838,0.7875,0.216,0.8451,0.7707,0.8454,0.6585,0.6705,0.702,0.630074283,0.807903938,0.580021233,0.847829664,0.847829664,0.471557783,0.540305164,0.662061111,0.792208333,0.718636111,-1,1
8475,40030.55,0,0,0,0,0,0,0,0,0,0.4974,0.4212,0.3729,0.3666,0.5049,0.4512,0.2436,0.138,0.3471,0.6339,0.8031,0.3591,0.8325,0.7401,0.8088,0.6129,0.765,0.7677,0.639916665,0.807840347,0.596474762,0.847829664,0.847829664,0.725920065,0.436801878,0.563255556,0.655458333,0.507656667,-1,1
8476,39832.47,0,0,0,0,0,0,0,0,0,0.5376,0.4602,0.3405,0.3996,0.5409,0.4302,0.2451,0.1149,0.3324,0.6516,0.8115,0.4914,0.8379,0.7599,0.7596,0.5991,0.8505,0.7947,0.652653707,0.808277976,0.607532973,0.847829664,0.847829664,0.629022249,0.210916491,0.336536111,0.259352778,0.210446944,-1,1
8477,40471.17,0,0,0,0,0,0,0,0,0,0.5961,0.4446,0.3111,0.4521,0.5139,0.3999,0.1605,0.0774,0.306,0.6342,0.8169,0.5157,0.846,0.8061,0.7254,0.5235,0.8727,0.756,0.649690576,0.806968471,0.619749291,0.847829664,0.847829664,0.264483604,0.042843803,0.059163167,0.023006243,0.0261194,-1,1
8478,41619.04,0,0,0,0,0,0,0,0,0,0.6498,0.4521,0.309,0.5016,0.4173,0.3504,0.0978,0.0447,0.3036,0.6273,0.8265,0.4959,0.8397,0.7986,0.6462,0.45105,0.873,0.5787,0.641204784,0.804573449,0.623844321,0.847829664,0.847829664,0.039173027,0.086346196,0.023434961,0.099738819,0.070318294,-1,1
8479,43358.23,0,0,0,0,0,0,0,0,0,0.696,0.4512,0.312,0.4542,0.3405,0.2511,0.087,0.0264,0.3189,0.6414,0.8208,0.5094,0.8091,0.7401,0.456,0.4563,0.8814,0.5022,0.633053149,0.801340781,0.649294029,0.847829664,0.847829664,0.019628562,0.465528756,0.241783333,0.546358333,0.4127875,-1,1
8480,45403.54,0,0,0,0,0,0,0,0,0,0.7212,0.4386,0.2889,0.363,0.2409,0.1446,0.0687,0.0159,0.3348,0.6909,0.7812,0.5067,0.7173,0.5991,0.3924,0.4941,0.8817,0.4914,0.622998848,0.797229671,0.710874943,0.847829664,0.847829664,0.202860485,0.749295423,0.506205556,0.669208333,0.627,-0.806270997,0.806270997
8481,47114.86,0,0,0,0,0,0,0,0,0.000333333,0.6918,0.411,0.2604,0.2601,0.1677,0.0981,0.0636,0.0198,0.3426,0.6861,0.7041,0.4986,0.5787,0.4446,0.4923,0.51525,0.8748,0.5283,0.611626747,0.792417945,0.709484573,0.847829664,0.847829664,0.510169676,0.598287089,0.511466667,0.378090972,0.482945278,-0.806270997,0.806270997
8482,47991.66,0.02,0.018666667,0.004333333,0.014333333,0.008666667,0.003,0.008,0.01,0.026333333,0.6513,0.3666,0.2343,0.1887,0.1347,0.0792,0.0708,0.0345,0.3861,0.6447,0.6138,0.4914,0.4662,0.3489,0.6252,0.52905,0.8487,0.6066,0.595778109,0.788073441,0.71146327,0.847829664,0.847829664,0.588769045,0.281424061,0.279677778,0.120729167,0.240934167,-1,1
8483,48530.62,0.107,0.066666667,0.023333333,0.033333333,0.037333333,0.008666667,0.02275,0.071666667,0.064666667,0.6078,0.3252,0.21,0.117,0.0822,0.0411,0.1008,0.0453,0.4113,0.618,0.5196,0.5139,0.3807,0.2493,0.7302,0.4989,0.8136,0.6813,0.583395312,0.782818535,0.717086312,0.844197191,0.847829664,0.349586942,0.052078856,0.060545611,0.009191708,0.054013115,-1,1
8484,48568.31,0.171,0.067333333,0.031666667,0.030666667,0.047333333,0.012,0.037,0.119666667,0.059333333,0.5589,0.2787,0.2025,0.0663,0.0573,0.0378,0.1434,0.0654,0.4308,0.5961,0.4071,0.5607,0.189,0.096,0.7797,0.49425,0.8043,0.7479,0.568470833,0.776444997,0.70824024,0.841789768,0.847829664,0.071067781,0.008016131,0.029883833,0.021456014,0.023858094,-1,1
