Period,Demand,PV_Z1,PV_Z2,PV_Z3,PV_Z4,PV_Z5,PV_Z6,PV_Z7,PV_Z8,PV_Z9,W_On_Z1,W_On_Z2,W_On_Z3,W_On_Z4,W_On_Z5,W_On_Z6,W_On_Z7,W_On_Z8,W_On_Z9,W_Off_Z1,W_Off_Z2,W_Off_Z3,W_Off_Z4,W_Off_Z5,W_Off_Z6,W_Off_Z7,W_Off_Z8,W_Off_Z9,Z1_wave,Z2_wave,Z3_wave,Z8_wave,Z9_wave,Z1_tidal,Z3_tidal,Z5_tidal,Z7_tidal,Z9_tidal,DSR_min,DSR_max
325,49830.35,0.0545,0.098333333,0.139333333,0.077,0.179666667,0.172333333,0.214,0.273333333,0.368666667,0.417,0.3366,0.2715,0.132,0.1299,0.0774,0.1437,0.1908,0.282,0.669,0.4593,0.5004,0.2574,0.2007,0.7536,0.48735,0.5277,0.4851,0.847829664,0.847698492,0.847829664,0.24157724,0.557468164,0.02920356,0.08262973,0.246802222,0.181271528,0.253000278,-1,1
326,49662.74,0.0505,0.070666667,0.095,0.091333333,0.155666667,0.103666667,0.17025,0.189333333,0.301666667,0.4284,0.3585,0.2913,0.1947,0.1638,0.0954,0.1179,0.1779,0.2565,0.7161,0.549,0.5382,0.3978,0.3069,0.6861,0.44835,0.5202,0.4095,0.847829664,0.847620821,0.847829664,0.235055744,0.55047364,0.157932395,0.113962911,0.2684,0.278360417,0.302370833,-1,1
327,49903.68,0.0335,0.042,0.036666667,0.071666667,0.076666667,0.046333333,0.09825,0.078666667,0.167333333,0.4395,0.3639,0.3009,0.2517,0.2253,0.1323,0.0897,0.1482,0.2358,0.7305,0.6255,0.576,0.4959,0.3777,0.6036,0.3924,0.4764,0.333,0.847829664,0.847538947,0.847829664,0.231169759,0.547221262,0.236985259,0.077592758,0.1978,0.189238194,0.187833333,-1,1
328,50585.73,0.003,0.003666667,0.002666667,0.008333333,0.01,0.006333333,0.0255,0.010333333,0.039333333,0.4362,0.3417,0.3177,0.2673,0.2625,0.1998,0.0912,0.1566,0.2268,0.6891,0.6753,0.6192,0.5526,0.4536,0.5112,0.3492,0.4164,0.2952,0.847829664,0.847304272,0.847064039,0.228094025,0.543695261,0.130997338,0.0282553,0.094631667,0.043170556,0.058506361,-1,1
329,51255.88,0,0,0,0,0,0,0,0,0,0.3906,0.3348,0.345,0.255,0.2835,0.2595,0.1089,0.1704,0.2133,0.5952,0.69,0.6507,0.5859,0.522,0.4443,0.30735,0.3552,0.2826,0.847829664,0.847025893,0.839146627,0.225538527,0.54181309,0.034127494,0.019835623,0.009083317,0.004070486,0.00694217,-1,1
330,51769.7,0,0,0,0,0,0,0,0,0,0.3066,0.3516,0.3897,0.2493,0.3048,0.285,0.1437,0.1692,0.1917,0.534,0.648,0.6966,0.5868,0.5508,0.4782,0.3015,0.3057,0.2727,0.847829664,0.846770706,0.829279836,0.220663315,0.539664037,0.004529189,0.118297277,0.031638167,0.071006875,0.055305144,-0.806270997,0.806270997
331,51775.5,0,0,0,0,0,0,0,0,0,0.2241,0.3999,0.4518,0.2808,0.3498,0.3162,0.1836,0.1623,0.171,0.5211,0.585,0.7506,0.5787,0.5616,0.5838,0.32985,0.2742,0.2601,0.847829664,0.846603948,0.820459268,0.217612884,0.539543548,0.052435791,0.294240141,0.145948889,0.229773611,0.189479444,-0.806270997,0.806270997
332,50464.76,0,0,0,0,0,0,0,0,0,0.192,0.4524,0.4956,0.3615,0.3972,0.3348,0.2268,0.1617,0.1485,0.5274,0.5253,0.765,0.5976,0.579,0.6945,0.3921,0.2559,0.2448,0.847829664,0.84663556,0.813027164,0.217392372,0.535306861,0.194650372,0.326827113,0.225282222,0.245859722,0.228877778,-1,1
333,48537.77,0,0,0,0,0,0,0,0,0,0.2553,0.5193,0.5241,0.4242,0.4182,0.3693,0.258,0.1791,0.1383,0.582,0.5205,0.7848,0.6336,0.6306,0.7578,0.4755,0.2691,0.2295,0.847829664,0.846796111,0.807122675,0.216344501,0.528444046,0.340822735,0.228160094,0.219002778,0.144272222,0.167552222,-1,1
334,46286.88,0,0,0,0,0,0,0,0,0,0.3756,0.6012,0.5295,0.4695,0.4629,0.4236,0.2883,0.2133,0.1506,0.6837,0.5835,0.7884,0.6822,0.6888,0.7812,0.546,0.315,0.2205,0.847829664,0.84716152,0.803676825,0.219067561,0.536264413,0.354319029,0.098849061,0.11043,0.042791875,0.075100389,-1,1
335,44194.61,0,0,0,0,0,0,0,0,0,0.4959,0.6426,0.5124,0.5094,0.5037,0.4407,0.3003,0.2331,0.174,0.7875,0.666,0.7902,0.7164,0.7134,0.7893,0.59205,0.3723,0.2286,0.847829664,0.847486425,0.809268279,0.220004183,0.528677558,0.178130756,0.0159476,0.020597056,0.001608255,0.0110878,-1,1
336,42682.33,0,0,0,0,0,0,0,0,0,0.6171,0.687,0.5385,0.5631,0.507,0.4659,0.3111,0.24,0.195,0.8448,0.7455,0.8262,0.738,0.7224,0.7956,0.6225,0.4383,0.2493,0.847829664,0.847829664,0.814762713,0.221529788,0.517994808,0.034016969,0.009037752,0.038747722,0.021252653,0.020929226,-1,1
337,41631.83,0,0,0,0,0,0,0,0,0,0.7062,0.7191,0.6156,0.6144,0.5412,0.5112,0.3237,0.2628,0.2133,0.8688,0.8184,0.8424,0.7749,0.7734,0.7968,0.62775,0.4761,0.2673,0.847829664,0.847829664,0.828292758,0.225052349,0.508887739,0.007391689,0.077822441,0.190331111,0.132720139,0.155729194,-1,1
338,41051.74,0,0,0,0,0,0,0,0,0,0.699,0.7092,0.6366,0.6423,0.5676,0.5349,0.33,0.2718,0.219,0.8667,0.8406,0.8532,0.7956,0.7998,0.798,0.633,0.4815,0.2691,0.847829664,0.847829664,0.839407506,0.228113835,0.498681628,0.087852024,0.170491667,0.306677778,0.303163194,0.294625556,-1,1
339,40679.38,0,0,0,0,0,0,0,0,0,0.7269,0.6864,0.6789,0.6612,0.5916,0.5742,0.3273,0.2691,0.2304,0.8544,0.8523,0.8595,0.8091,0.8151,0.8136,0.65325,0.5091,0.2772,0.847829664,0.847829664,0.846965701,0.231740136,0.485726986,0.290986602,0.168328286,0.263602778,0.3232125,0.239483333,-1,1
340,40421.74,0,0,0,0,0,0,0,0,0,0.813,0.6561,0.6879,0.6693,0.6087,0.5946,0.3351,0.2586,0.2544,0.8439,0.8478,0.8514,0.8154,0.8232,0.8334,0.6729,0.5427,0.279,0.847829664,0.847829664,0.847829664,0.234868384,0.476471789,0.311311553,0.104484061,0.181081111,0.149990972,0.1154225,-1,1
341,40899.17,0,0,0,0,0,0,0,0,0,0.7998,0.6033,0.6771,0.6711,0.6135,0.5964,0.3282,0.2556,0.2796,0.8241,0.837,0.8424,0.8118,0.8286,0.8454,0.67125,0.5931,0.2862,0.847829664,0.847829664,0.847829664,0.236660688,0.46607218,0.168027791,0.037474201,0.055332833,0.022274965,0.021856108,-1,1
342,41986.45,0,0,0,0,0,0,0,0,0,0.7659,0.5409,0.6261,0.6345,0.6138,0.594,0.3636,0.258,0.303,0.7863,0.8184,0.8262,0.7965,0.8214,0.8499,0.69465,0.6384,0.3042,0.847829664,0.847829664,0.847829664,0.242085761,0.469402664,0.049237373,0.032165241,0.005242233,0.011986451,0.01486675,-1,1
343,43477.43,0,0,0,0,0,0,0,0,0,0.7329,0.4539,0.6216,0.5547,0.5982,0.5784,0.3612,0.2418,0.3219,0.7374,0.7773,0.8298,0.7686,0.7986,0.8523,0.7026,0.6672,0.3429,0.847829664,0.847829664,0.847829664,0.24209136,0.461359426,0.006416557,0.166207242,0.067320722,0.125009028,0.126246833,-1,1
344,45131.07,0,0,0,0,0,0,0,0,0,0.681,0.3579,0.6129,0.4779,0.5712,0.5463,0.3438,0.2271,0.3354,0.6618,0.7023,0.8352,0.7308,0.7818,0.8502,0.70365,0.6798,0.3582,0.847829664,0.847829664,0.847829664,0.239238523,0.453064194,0.045124801,0.327748592,0.175418333,0.248963889,0.247835833,-0.806270997,0.806270997
345,46587.13,0,0,0,0,0,0.001,0.009,0.008333333,0.013666667,0.621,0.2745,0.6243,0.4569,0.5457,0.5229,0.3417,0.2349,0.3468,0.5829,0.6195,0.8523,0.6867,0.7635,0.8436,0.7026,0.6915,0.3762,0.847829664,0.847829664,0.847829664,0.235568192,0.443149327,0.15871432,0.315046831,0.230815556,0.207595833,0.228909722,-0.806270997,0.806270997
346,47237.09,0.01,0.011666667,0.005,0.005333333,0.011666667,0.015,0.0955,0.052,0.052333333,0.5739,0.1923,0.6318,0.4857,0.5337,0.4929,0.3291,0.2364,0.3561,0.5178,0.5334,0.8469,0.6273,0.7473,0.8322,0.6954,0.6927,0.3924,0.847829664,0.847829664,0.847829664,0.230891288,0.432953576,0.266840858,0.190973239,0.180267222,0.101204167,0.142361944,-1,1
347,47588.55,0.0305,0.029333333,0.024666667,0.016666667,0.047333333,0.033666667,0.19025,0.112,0.071666667,0.5127,0.1197,0.6375,0.5526,0.5364,0.4833,0.3102,0.219,0.3594,0.4257,0.4488,0.8397,0.6093,0.7545,0.8226,0.66,0.7023,0.414,0.847829664,0.847829664,0.847829664,0.229223207,0.423532822,0.223128188,0.058815488,0.059539722,0.016568604,0.044407444,-1,1
348,47801.72,0.035,0.037,0.046333333,0.026,0.066666667,0.058333333,0.258,0.161,0.090666667,0.4389,0.1134,0.6174,0.6141,0.5436,0.5046,0.3186,0.2421,0.3801,0.3195,0.39,0.8379,0.6822,0.8064,0.8202,0.65535,0.7278,0.4608,0.847829664,0.847829664,0.847829664,0.229890258,0.411615152,0.077476288,0.004526865,0.015289944,0.002144685,0.005598952,-1,1
349,47813.92,0.0225,0.022333333,0.055,0.031,0.066333333,0.094,0.2685,0.168666667,0.092,0.3714,0.1902,0.5991,0.6207,0.5484,0.5367,0.3336,0.261,0.399,0.2373,0.3552,0.8433,0.783,0.8415,0.8235,0.66585,0.7233,0.5022,0.847829664,0.847829664,0.847829664,0.233568296,0.403543334,0.008792744,0.018884916,0.089455556,0.050386597,0.06492155,-1,1
350,47934.95,0.0295,0.020333333,0.068333333,0.034333333,0.068666667,0.116,0.19925,0.158,0.074666667,0.306,0.3612,0.5784,0.5925,0.5436,0.5394,0.3279,0.2556,0.3948,0.1734,0.3396,0.8316,0.81,0.8388,0.8241,0.67185,0.7161,0.5031,0.847829664,0.847829664,0.847829664,0.23593567,0.395924703,0.026853536,0.095031831,0.254177778,0.200202778,0.256134722,-1,1
351,48706.32,0.0195,0.020666667,0.036666667,0.02,0.041333333,0.06,0.08125,0.093666667,0.044333333,0.2439,0.5784,0.5562,0.5595,0.5343,0.537,0.3225,0.2355,0.3786,0.1413,0.3855,0.8136,0.8127,0.8244,0.8208,0.65505,0.7068,0.5058,0.847829664,0.847829664,0.847829664,0.240717098,0.387299613,0.184817055,0.149249531,0.307232778,0.329873611,0.33048,-1,1
352,49849.24,0.001,0.002,0.008,0.002,0.008333333,0.005,0.00725,0.017666667,0.010333333,0.2205,0.6735,0.5394,0.5844,0.5259,0.5175,0.3282,0.2613,0.378,0.2022,0.468,0.8118,0.8109,0.8172,0.8259,0.6438,0.6984,0.5013,0.847829664,0.847829664,0.847829664,0.245774852,0.378373007,0.30353267,0.113957277,0.246284444,0.233676389,0.226520833,-1,1
353,50958.44,0,0,0,0,0,0,0,0,0,0.2526,0.735,0.5412,0.6006,0.5205,0.5022,0.3222,0.2916,0.3987,0.3621,0.6222,0.8226,0.8055,0.8127,0.8163,0.6405,0.6939,0.4842,0.847829664,0.847829664,0.847829664,0.249482566,0.372649956,0.194977676,0.045112946,0.119003333,0.062151806,0.078848833,-1,1
354,51751.93,0,0,0,0,0,0,0,0,0,0.3432,0.7533,0.5481,0.5979,0.5298,0.4911,0.3126,0.3144,0.4137,0.585,0.7611,0.8325,0.8064,0.8109,0.8097,0.63765,0.6885,0.4977,0.847829664,0.847829664,0.847829664,0.256904906,0.371709259,0.063777426,0.018687938,0.0119531,0.004656479,0.007914559,-0.806270997,0.806270997
355,51759.93,0,0,0,0,0,0,0,0,0,0.3945,0.7566,0.5703,0.621,0.5637,0.492,0.3171,0.3429,0.4401,0.7287,0.8034,0.8361,0.8046,0.8097,0.8094,0.64275,0.6846,0.5373,0.847829664,0.847829664,0.847829664,0.268152289,0.395513954,0.005956561,0.107680282,0.027454794,0.067959583,0.048899343,-0.806270997,0.806270997
356,50330.26,0,0,0,0,0,0,0,0,0,0.4491,0.7701,0.6102,0.6549,0.597,0.5091,0.3348,0.3789,0.4746,0.8151,0.8148,0.8442,0.8127,0.8202,0.8127,0.6597,0.6843,0.558,0.847829664,0.847829664,0.847829664,0.278366718,0.388117771,0.04552089,0.307526291,0.150433333,0.257945139,0.194515833,-1,1
357,48319.86,0,0,0,0,0,0,0,0,0,0.5109,0.7524,0.6414,0.6705,0.6249,0.5127,0.3522,0.4044,0.5031,0.8562,0.8388,0.846,0.8487,0.8385,0.8178,0.6732,0.708,0.5805,0.847829664,0.847829664,0.847829664,0.287626388,0.386174215,0.215196521,0.386051761,0.271426111,0.30786875,0.26854,-1,1
358,45901.47,0,0,0,0,0,0,0,0,0,0.5199,0.7323,0.6543,0.6756,0.639,0.5328,0.363,0.426,0.5409,0.858,0.8553,0.8424,0.8649,0.8505,0.8208,0.6792,0.7374,0.6093,0.847829664,0.847829664,0.847829664,0.317455681,0.420061768,0.413645081,0.295080986,0.274691667,0.193529861,0.218403333,-1,1
359,43748.32,0,0,0,0,0,0,0,0,0,0.528,0.7122,0.6354,0.6819,0.6435,0.5508,0.3876,0.4749,0.5487,0.8484,0.8625,0.828,0.8721,0.8583,0.8247,0.69,0.7575,0.6417,0.847829664,0.847829664,0.847829664,0.338030844,0.41171546,0.447326764,0.134265998,0.138486111,0.057906458,0.104353167,-1,1
360,42197.69,0,0,0,0,0,0,0,0,0,0.5364,0.6699,0.6213,0.678,0.651,0.564,0.4041,0.489,0.5472,0.8364,0.8598,0.774,0.8748,0.8619,0.828,0.7017,0.7821,0.6669,0.847829664,0.847829664,0.847829664,0.358717525,0.416360455,0.235671552,0.022243836,0.028365278,0.002385176,0.017325322,-1,1
361,41072.32,0,0,0,0,0,0,0,0,0,0.5508,0.6072,0.6252,0.648,0.6621,0.5958,0.4404,0.4965,0.5667,0.8223,0.8511,0.6768,0.8721,0.8595,0.8298,0.72465,0.7812,0.6741,0.847829664,0.847829664,0.847829664,0.38526088,0.434089764,0.049823286,0.009452462,0.040175,0.021708625,0.020134677,-1,1
362,40384.17,0,0,0,0,0,0,0,0,0,0.5478,0.5502,0.5685,0.5904,0.6642,0.5982,0.4692,0.519,0.585,0.8016,0.843,0.6507,0.8685,0.8541,0.8289,0.73455,0.78,0.6759,0.847829664,0.847829664,0.847829664,0.415090673,0.456039609,0.009993978,0.095201608,0.205299444,0.159584722,0.173591694,-1,1
363,40028.03,0,0,0,0,0,0,0,0,0,0.5322,0.5124,0.5079,0.5055,0.6672,0.5973,0.4701,0.5367,0.5946,0.7839,0.8307,0.6786,0.8577,0.8457,0.8301,0.74055,0.747,0.6831,0.847829664,0.847829664,0.847829664,0.508132321,0.531793473,0.135319,0.220524648,0.356331111,0.385945833,0.347314722,-1,1
364,39652.16,0,0,0,0,0,0,0,0,0,0.5226,0.4599,0.4974,0.3969,0.6678,0.606,0.5208,0.5478,0.5997,0.7641,0.8139,0.7182,0.8388,0.8352,0.8304,0.7476,0.7407,0.7128,0.847829664,0.847829664,0.847829664,0.525870035,0.555284406,0.441926052,0.228607864,0.331628889,0.411804167,0.308898056,-1,1
365,39953.6,0,0,0,0,0,0,0,0,0,0.5172,0.4044,0.4872,0.3108,0.6486,0.6126,0.5184,0.5529,0.6117,0.7299,0.7866,0.7695,0.8127,0.8169,0.8304,0.7692,0.774,0.7398,0.847829664,0.847829664,0.847829664,0.533037657,0.580886871,0.460153981,0.145697066,0.236683333,0.201428472,0.164310833,-1,1
366,41107.71,0,0,0,0,0,0,0,0,0,0.5004,0.3423,0.5028,0.2535,0.5961,0.6261,0.5331,0.5337,0.6186,0.6828,0.7317,0.8145,0.7623,0.7752,0.8349,0.7866,0.81,0.7398,0.847829664,0.847829664,0.847829664,0.58974482,0.631948106,0.249580307,0.047713271,0.071882167,0.034516806,0.034240028,-1,1
367,42476.95,0,0,0,0,0,0,0,0,0,0.471,0.3024,0.5685,0.2307,0.5199,0.6207,0.5316,0.5397,0.6375,0.6318,0.657,0.8271,0.6876,0.7353,0.8382,0.78615,0.8265,0.7506,0.847829664,0.847829664,0.847829664,0.585684901,0.637690093,0.066509976,0.037260261,0.0058559,0.014426069,0.014981773,-1,1
368,44088.38,0,0,0,0,0,0,0,0,0,0.4476,0.3204,0.6096,0.3096,0.4575,0.5946,0.5022,0.5346,0.6306,0.5844,0.6039,0.8064,0.6318,0.6927,0.8496,0.7677,0.8328,0.7398,0.847829664,0.847829664,0.847829664,0.582875679,0.648838335,0.006561,0.216137617,0.077663389,0.169864583,0.141513889,-0.806270997,0.806270997
369,45544.04,0,0,0,0,0,0,0.002,0.006333333,0.005666667,0.4239,0.3339,0.6,0.3822,0.4461,0.534,0.4716,0.4716,0.6123,0.5256,0.576,0.7776,0.5598,0.6243,0.8559,0.75435,0.8331,0.7416,0.847829664,0.847829664,0.847829664,0.552871244,0.673157808,0.070689249,0.446328991,0.235017778,0.358245833,0.304196944,-0.806270997,0.806270997
370,46387.56,0.003,0.006333333,0.022666667,0.014666667,0.032,0.036333333,0.026,0.043,0.043666667,0.3894,0.3108,0.5559,0.3933,0.4653,0.4584,0.4656,0.369,0.567,0.4398,0.5286,0.7596,0.5409,0.6072,0.8619,0.74865,0.843,0.7569,0.847829664,0.847829664,0.847829664,0.49902943,0.696448507,0.272837994,0.448062324,0.32848,0.308729861,0.311058611,-1,1
371,46991.84,0.015,0.042,0.067,0.095,0.114333333,0.064666667,0.05275,0.069,0.093,0.3672,0.2982,0.5274,0.3636,0.4734,0.4401,0.4137,0.291,0.5313,0.3612,0.5319,0.738,0.6399,0.6828,0.8676,0.7128,0.8526,0.7785,0.847829664,0.847780984,0.847829664,0.468133079,0.742193884,0.457969984,0.278684038,0.249527778,0.147592361,0.206531389,-1,1
372,47473.71,0.027,0.080333333,0.104333333,0.171333333,0.172,0.060333333,0.1,0.077666667,0.147666667,0.3675,0.2967,0.5214,0.3363,0.4671,0.4554,0.3606,0.2127,0.5406,0.3288,0.5769,0.7137,0.729,0.7407,0.8628,0.69465,0.8559,0.7938,0.847829664,0.847749131,0.847829664,0.437454346,0.754709591,0.380088382,0.08909332,0.084781111,0.024008479,0.069525139,-1,1
373,47773.1,0.0375,0.091666667,0.084666667,0.185666667,0.149666667,0.063333333,0.15775,0.068,0.128,0.381,0.3027,0.5178,0.3498,0.4662,0.4704,0.3168,0.1596,0.5097,0.3486,0.6066,0.6894,0.7407,0.7521,0.8442,0.69075,0.8604,0.801,0.847829664,0.847823384,0.847829664,0.417005616,0.770041421,0.135534574,0.007176837,0.020119444,0.002388132,0.007957128,-1,1
374,48144.46,0.0425,0.072666667,0.063,0.162,0.107,0.103333333,0.1275,0.065333333,0.071,0.4098,0.321,0.4989,0.351,0.4638,0.4758,0.2736,0.1533,0.4392,0.4395,0.6129,0.6768,0.7254,0.7371,0.8262,0.6762,0.8616,0.8091,0.847829664,0.847808545,0.847829664,0.408462691,0.783312306,0.015824252,0.028629455,0.106688333,0.068271736,0.079878873,-1,1
375,48929.97,0.025,0.035333333,0.036666667,0.091,0.056,0.111,0.0795,0.035,0.061333333,0.4857,0.3726,0.4668,0.3393,0.4488,0.4713,0.2328,0.1623,0.4524,0.5877,0.5988,0.6804,0.7074,0.7233,0.8181,0.63825,0.8607,0.8163,0.847829664,0.847486864,0.847829664,0.407121004,0.793582211,0.044624961,0.155717746,0.332412778,0.294648611,0.341660278,-1,1
376,50125.27,0.001,0.003333333,0.006666667,0.014666667,0.009333333,0.029,0.025,0.003,0.025333333,0.6231,0.4602,0.4488,0.3459,0.4299,0.4671,0.2109,0.1815,0.5199,0.7365,0.5715,0.6876,0.6921,0.7101,0.8244,0.5886,0.858,0.8028,0.847829664,0.847348668,0.847829664,0.407309698,0.802811944,0.310697265,0.250981338,0.421572222,0.480458333,0.462928611,-1,1
377,51278.75,0,0,0,0,0,0,0,0,0,0.7209,0.4839,0.4572,0.3558,0.4125,0.4737,0.2274,0.2118,0.5742,0.8172,0.5937,0.7083,0.6867,0.6963,0.8403,0.54285,0.8367,0.7461,0.847829664,0.847242426,0.847829664,0.421984798,0.816266224,0.500728803,0.197990845,0.345051667,0.344075,0.332518333,-1,1
378,52156.93,0,0,0,0,0,0,0,0,0,0.7614,0.5136,0.4737,0.3279,0.3945,0.4614,0.2472,0.2562,0.5919,0.8469,0.7092,0.7443,0.6786,0.6744,0.8481,0.5541,0.7827,0.6534,0.847829664,0.847829664,0.847829664,0.455957383,0.83318787,0.339978422,0.080859202,0.167012222,0.103541319,0.123220472,-0.806270997,0.806270997
379,52254.76,0,0,0,0,0,0,0,0,0,0.789,0.6453,0.5178,0.3222,0.384,0.4425,0.2493,0.2448,0.5631,0.8607,0.792,0.801,0.6777,0.6549,0.8445,0.57585,0.6729,0.5094,0.847829664,0.847829664,0.847829664,0.481386976,0.847829664,0.115671563,0.023395265,0.017847717,0.007543424,0.012806277,-0.806270997,0.806270997
380,51018.7,0,0,0,0,0,0,0,0,0,0.81,0.7053,0.612,0.4227,0.3945,0.4362,0.2247,0.213,0.513,0.8697,0.8178,0.8712,0.711,0.6726,0.8382,0.57135,0.5253,0.4068,0.847829664,0.847829664,0.847829664,0.506474084,0.847829664,0.008966322,0.130622312,0.032534461,0.092751806,0.060915678,-1,1
381,49890.8,0,0,0,0,0,0,0,0,0,0.8151,0.6873,0.7098,0.5526,0.4236,0.4248,0.213,0.1665,0.4734,0.8691,0.8571,0.8847,0.8334,0.786,0.8352,0.5661,0.4851,0.3708,0.847829664,0.847829664,0.847829664,0.527237216,0.847829664,0.059434185,0.420273474,0.208288889,0.382507639,0.270644444,-1,1
382,48621.04,0,0,0,0,0,0,0,0,0,0.8253,0.7197,0.7395,0.5922,0.4587,0.4242,0.2097,0.1569,0.4701,0.8697,0.8775,0.8838,0.8811,0.8646,0.828,0.57465,0.5325,0.3708,0.847829664,0.847829664,0.847829664,0.556893361,0.847829664,0.313374369,0.560710798,0.399472222,0.461447222,0.402437222,-1,1
383,47426.04,0,0,0,0,0,0,0,0,0,0.8412,0.7158,0.7167,0.5739,0.4893,0.4767,0.2214,0.1812,0.4836,0.8736,0.882,0.8802,0.8838,0.8637,0.8208,0.60975,0.5442,0.3852,0.847829664,0.847829664,0.847829664,0.597657428,0.847829664,0.55920589,0.43335493,0.38817,0.276143056,0.332691944,-1,1
384,46698.59,0,0,0,0,0,0,0,0,0,0.8511,0.7137,0.6723,0.5421,0.4953,0.5367,0.2217,0.2346,0.5022,0.8742,0.8835,0.8649,0.8829,0.8577,0.8196,0.64365,0.5307,0.423,0.847829664,0.847829664,0.847829664,0.636852442,0.847829664,0.598130793,0.194370892,0.192112222,0.075935,0.159917444,-1,1
385,46297.39,0,0,0,0,0,0,0,0,0,0.8604,0.7245,0.6336,0.5148,0.4959,0.5409,0.231,0.2625,0.5169,0.8745,0.8835,0.8478,0.8829,0.8562,0.8352,0.66015,0.5334,0.4734,0.847829664,0.847829664,0.847829664,0.666645577,0.847829664,0.334323981,0.03068759,0.041836167,0.002991415,0.02929895,-1,1
386,45466.19,0,0,0,0,0,0,0,0,0,0.8652,0.7329,0.6141,0.5205,0.4803,0.5532,0.2595,0.285,0.5205,0.8736,0.882,0.8451,0.8829,0.8514,0.8433,0.69045,0.5334,0.522,0.847829664,0.847829664,0.847829664,0.682322101,0.847829664,0.065933493,0.015399209,0.052544722,0.032765118,0.028158131,-1,1
387,45033.98,0,0,0,0,0,0,0,0,0,0.8652,0.7344,0.612,0.5271,0.4584,0.5673,0.3216,0.306,0.5166,0.8718,0.8805,0.8433,0.8838,0.8511,0.8661,0.7392,0.5205,0.5301,0.847829664,0.847829664,0.847829664,0.686163822,0.847829664,0.020327107,0.155810035,0.280845556,0.247791667,0.256400417,-1,1
388,44669.42,0,0,0,0,0,0,0,0,0,0.8619,0.7248,0.6135,0.5358,0.4749,0.5709,0.3897,0.3642,0.5118,0.8661,0.8793,0.8307,0.8847,0.8562,0.873,0.7512,0.5253,0.5274,0.847829664,0.847829664,0.847829664,0.678287717,0.847829664,0.273729876,0.344909977,0.493477778,0.575256944,0.514441111,-1,1
389,44898.02,0,0,0,0,0,0,0,0,0,0.8475,0.7047,0.6069,0.5445,0.4908,0.5595,0.3984,0.4545,0.5199,0.8604,0.8781,0.81,0.8838,0.8661,0.8643,0.76545,0.5526,0.5571,0.847829664,0.847829664,0.847829664,0.669560003,0.847829664,0.665044498,0.346039671,0.464622222,0.584166667,0.466823889,-1,1
390,45938.65,0,0,0,0,0,0,0,0,0,0.8229,0.6618,0.5838,0.5355,0.4938,0.5595,0.408,0.4368,0.5646,0.8499,0.879,0.7758,0.8829,0.8715,0.8652,0.77385,0.6294,0.6354,0.847829664,0.847829664,0.847829664,0.668754155,0.847829664,0.659268916,0.212031925,0.328696111,0.290522917,0.252526667,-1,1
391,47131.2,0,0,0,0,0,0,0,0,0,0.7995,0.5952,0.5439,0.5091,0.4767,0.5667,0.4122,0.3435,0.6057,0.8295,0.8769,0.7344,0.8829,0.8721,0.8739,0.78,0.7092,0.6597,0.847829664,0.847829664,0.847829664,0.664949549,0.847829664,0.342845092,0.061396069,0.095370667,0.05052625,0.054525556,-1,1
392,48566.88,0,0,0,0,0,0,0,0,0,0.7737,0.5202,0.4962,0.4677,0.4539,0.5694,0.414,0.2838,0.606,0.7965,0.8676,0.6903,0.8847,0.8649,0.8778,0.7902,0.7818,0.6885,0.847829664,0.847829664,0.847829664,0.648353187,0.847829664,0.07351398,0.056649331,0.008401522,0.026404722,0.022845199,-0.806270997,0.806270997
393,49913.26,0,0,0,0,0.002,0.005666667,0.0475,0.027,0.074333333,0.7371,0.4536,0.4395,0.4137,0.4383,0.5592,0.4053,0.2787,0.5868,0.7464,0.8517,0.603,0.8793,0.8436,0.8793,0.7902,0.8133,0.7092,0.847829664,0.847829664,0.847829664,0.623907646,0.847829664,0.010313804,0.35036115,0.125418889,0.301190278,0.214960833,-0.806270997,0.806270997
394,50460.95,0.0225,0.033,0.089666667,0.073,0.125333333,0.068333333,0.2205,0.175333333,0.282333333,0.6861,0.3897,0.3459,0.3567,0.3978,0.531,0.4008,0.2487,0.5418,0.6765,0.8316,0.4689,0.8658,0.8139,0.8808,0.78225,0.8286,0.6696,0.847829664,0.847829664,0.847729605,0.59615494,0.847829664,0.152423919,0.700570775,0.386949444,0.590583333,0.469759167,-1,1
395,50814.07,0.0845,0.087666667,0.218666667,0.190666667,0.265333333,0.146666667,0.3545,0.299,0.433333333,0.6147,0.3144,0.2565,0.291,0.3192,0.4998,0.4434,0.2013,0.5094,0.5907,0.8079,0.3231,0.8451,0.7764,0.8805,0.77145,0.846,0.6615,0.847829664,0.847590094,0.846624287,0.56126775,0.847829664,0.493143576,0.675396831,0.507227778,0.462592361,0.482114167,-1,1
396,51072.5,0.154,0.125666667,0.359,0.273333333,0.395666667,0.198666667,0.4235,0.323333333,0.527333333,0.5316,0.2346,0.1752,0.2478,0.243,0.4839,0.4797,0.2217,0.4734,0.5037,0.7821,0.1863,0.8208,0.7353,0.8817,0.7617,0.8547,0.6669,0.847829664,0.847412291,0.8404318,0.517361123,0.847829664,0.683707443,0.40161385,0.355241111,0.194531944,0.3146625,-1,1
